Time data (V), Frequency (Hz), Spectrum (dBFS)
-0.047744,13216.000,-136.643627
-0.001182,13220.000,-134.959968
-0.047739,13224.000,-130.622089
-0.001214,13228.000,-131.720777
-0.047405,13232.000,-123.303548
-0.001145,13236.000,-126.932197
-0.047638,13240.000,-139.438148
-0.000764,13244.000,-131.487083
-0.047604,13248.000,-127.527433
0.000266,13252.000,-128.535260
-0.047624,13256.000,-132.897113
0.000971,13260.000,-135.010495
-0.047649,13264.000,-130.958883
0.001247,13268.000,-125.857177
-0.047478,13272.000,-121.906081
0.001308,13276.000,-129.268076
-0.047361,13280.000,-140.724878
0.001315,13284.000,-129.185699
-0.047541,13288.000,-126.053207
0.001197,13292.000,-134.851671
-0.047368,13296.000,-137.722330
0.001031,13300.000,-126.119617
-0.047190,13304.000,-130.306154
0.000920,13308.000,-133.188862
-0.047198,13312.000,-132.084588
0.000802,13316.000,-131.849831
-0.047304,13320.000,-128.356588
0.000622,13324.000,-127.759266
-0.047620,13328.000,-132.306943
0.000106,13332.000,-134.341199
-0.047789,13336.000,-132.037545
-0.000446,13340.000,-141.039667
-0.047681,13344.000,-126.409067
-0.000865,13348.000,-122.019592
-0.047749,13352.000,-127.307001
-0.001100,13356.000,-131.023038
-0.047775,13360.000,-131.015969
-0.001188,13364.000,-128.153521
-0.047650,13368.000,-125.129613
-0.001203,13372.000,-123.330505
-0.047487,13376.000,-128.895699
-0.001153,13380.000,-140.746675
-0.047654,13384.000,-134.286371
-0.001131,13388.000,-129.342772
-0.047534,13392.000,-133.560440
-0.001051,13396.000,-134.605097
-0.047487,13400.000,-128.789448
-0.001085,13404.000,-126.757756
-0.047638,13408.000,-133.788269
-0.000975,13412.000,-130.235367
-0.047691,13416.000,-127.352096
-0.000047,13420.000,-140.034599
-0.047750,13424.000,-124.400180
0.000743,13428.000,-124.073658
-0.047810,13432.000,-130.449190
0.001114,13436.000,-127.998272
-0.047785,13440.000,-128.504491
0.001257,13444.000,-126.225818
-0.047664,13448.000,-129.190299
0.001386,13452.000,-124.739657
-0.047596,13456.000,-125.091877
0.001253,13460.000,-129.327708
-0.047540,13464.000,-132.126652
0.001165,13468.000,-133.125673
-0.047704,13472.000,-137.585710
0.000925,13476.000,-131.630348
-0.047606,13480.000,-130.553830
0.000787,13484.000,-128.997883
-0.047599,13488.000,-132.748160
0.000594,13492.000,-130.412497
-0.047632,13496.000,-130.203047
0.000370,13500.000,-131.306945
-0.047513,13504.000,-131.321579
-0.000214,13508.000,-129.454826
-0.047640,13512.000,-124.619384
-0.000700,13516.000,-122.089465
-0.047497,13520.000,-123.984124
-0.000844,13524.000,-130.820109
-0.047398,13528.000,-142.172175
-0.000992,13532.000,-133.704012
-0.047508,13536.000,-133.408742
-0.001061,13540.000,-134.390654
-0.047730,13544.000,-130.887267
-0.001218,13548.000,-139.706618
-0.047629,13552.000,-139.881550
-0.001151,13556.000,-136.402896
-0.047437,13560.000,-132.258600
-0.001218,13564.000,-121.703051
-0.047422,13568.000,-120.847864
-0.001147,13572.000,-127.862420
-0.047344,13576.000,-126.908158
-0.001055,13580.000,-130.064904
-0.047408,13584.000,-139.104049
-0.001060,13588.000,-128.825987
-0.047456,13592.000,-123.046575
-0.000527,13596.000,-122.627922
-0.047070,13600.000,-128.802571
0.000496,13604.000,-136.312490
-0.047108,13608.000,-125.588072
0.001000,13612.000,-126.061223
-0.047296,13616.000,-123.161680
0.001351,13620.000,-127.844816
-0.047217,13624.000,-139.635631
0.001384,13628.000,-134.852746
-0.047256,13632.000,-130.486288
0.001368,13636.000,-123.937305
-0.047287,13640.000,-125.842878
0.001128,13644.000,-123.904090
-0.047216,13648.000,-121.723635
0.001073,13652.000,-120.710835
-0.046958,13656.000,-122.612277
0.000859,13660.000,-127.728452
-0.047196,13664.000,-129.080144
0.000748,13668.000,-134.869492
-0.047223,13672.000,-148.173795
0.000628,13676.000,-142.841252
-0.047260,13680.000,-129.674982
0.000370,13684.000,-128.819572
-0.047369,13688.000,-132.435075
-0.000142,13692.000,-133.701912
-0.047457,13696.000,-133.658484
-0.000732,13700.000,-129.458435
-0.047430,13704.000,-126.093265
-0.000982,13708.000,-125.492585
-0.047568,13712.000,-127.864557
-0.001040,13716.000,-138.238118
-0.047379,13720.000,-139.309829
-0.001069,13724.000,-132.746872
-0.047557,13728.000,-135.704982
-0.001096,13732.000,-138.215645
-0.047453,13736.000,-135.415997
-0.001147,13740.000,-142.925569
-0.047444,13744.000,-138.751632
-0.001153,13748.000,-124.165082
-0.047354,13752.000,-126.632284
-0.001204,13756.000,-137.356959
-0.047262,13760.000,-140.106310
-0.001111,13764.000,-129.953754
-0.047480,13768.000,-136.149960
-0.001173,13772.000,-136.243183
-0.047468,13776.000,-137.836544
-0.000372,13780.000,-142.064208
-0.047466,13784.000,-133.731410
0.000660,13788.000,-128.457167
-0.047625,13792.000,-129.259559
0.001147,13796.000,-128.074331
-0.047590,13800.000,-129.636387
0.001244,13804.000,-127.747217
-0.047624,13808.000,-125.645281
0.001329,13812.000,-131.379194
-0.047462,13816.000,-136.202481
0.001301,13820.000,-130.805657
-0.047508,13824.000,-128.425406
0.001102,13828.000,-126.629918
-0.047417,13832.000,-127.179735
0.001013,13836.000,-144.933132
-0.047471,13840.000,-126.944688
0.000907,13844.000,-128.238596
-0.047341,13848.000,-125.569938
0.000785,13852.000,-124.013311
-0.047139,13856.000,-123.907472
0.000539,13860.000,-127.801627
-0.047234,13864.000,-130.974489
0.000264,13868.000,-126.328388
-0.047198,13872.000,-126.611479
-0.000325,13876.000,-136.290745
-0.047301,13880.000,-122.659461
-0.000780,13884.000,-123.443307
-0.047310,13888.000,-135.011704
-0.000959,13892.000,-124.563885
-0.047267,13896.000,-124.941446
-0.001042,13900.000,-139.952799
-0.047209,13904.000,-131.033013
-0.001113,13908.000,-124.989534
-0.047088,13912.000,-147.200838
-0.001070,13916.000,-127.211839
-0.047142,13920.000,-128.823081
-0.001076,13924.000,-135.444837
-0.047022,13928.000,-129.692211
-0.001243,13932.000,-128.623815
-0.047323,13936.000,-134.410953
-0.001215,13940.000,-131.218893
-0.047424,13944.000,-124.534450
-0.001193,13948.000,-127.840065
-0.047233,13952.000,-132.492954
-0.000875,13956.000,-134.019292
-0.047280,13960.000,-138.574737
0.000148,13964.000,-135.843122
-0.047123,13968.000,-130.862472
0.000901,13972.000,-126.293484
-0.047268,13976.000,-127.558943
0.001292,13980.000,-127.351826
-0.047090,13984.000,-133.054512
0.001322,13988.000,-124.742226
-0.047308,13992.000,-125.803836
0.001293,13996.000,-132.728345
-0.047103,14000.000,-129.266671
0.001106,14004.000,-127.482287
-0.047042,14008.000,-131.223481
0.001074,14012.000,-126.135992
-0.047187,14016.000,-126.202218
0.000896,14020.000,-128.684953
-0.047266,14024.000,-143.380807
0.000788,14028.000,-128.597095
-0.046993,14032.000,-124.918537
0.000594,14036.000,-128.611613
-0.047033,14040.000,-130.768338
0.000262,14044.000,-127.567767
-0.047052,14048.000,-127.091375
-0.000368,14052.000,-124.823945
-0.046826,14056.000,-126.396259
-0.000701,14060.000,-128.003839
-0.046862,14064.000,-136.132680
-0.000940,14068.000,-138.072381
-0.046788,14072.000,-135.797286
-0.001130,14076.000,-140.723095
-0.046799,14080.000,-131.456925
-0.001182,14084.000,-133.582448
-0.046828,14088.000,-133.001336
-0.001234,14092.000,-135.108281
-0.046678,14096.000,-129.503939
-0.001178,14100.000,-128.001144
-0.046599,14104.000,-130.088420
-0.001265,14108.000,-132.451978
-0.046753,14112.000,-140.140151
-0.001091,14116.000,-127.519098
-0.046782,14120.000,-124.298909
-0.001051,14124.000,-139.795001
-0.046834,14128.000,-130.330631
-0.000388,14132.000,-126.658606
-0.046703,14136.000,-129.727825
0.000542,14140.000,-146.166909
-0.046948,14144.000,-136.662164
0.001014,14148.000,-130.860858
-0.046798,14152.000,-139.425750
0.001207,14156.000,-135.440489
-0.046826,14160.000,-125.359336
0.001377,14164.000,-121.019149
-0.046694,14168.000,-122.586540
0.001294,14172.000,-124.341852
-0.046805,14176.000,-128.670587
0.001176,14180.000,-133.739249
-0.046802,14184.000,-127.615504
0.001094,14188.000,-138.455590
-0.046833,14192.000,-138.070113
0.000912,14196.000,-140.058201
-0.046661,14200.000,-131.289326
0.000715,14204.000,-134.906570
-0.046849,14208.000,-127.923970
0.000511,14212.000,-123.508447
-0.046939,14216.000,-126.303023
0.000278,14220.000,-123.234296
-0.047059,14224.000,-120.090602
-0.000317,14228.000,-127.007303
-0.046729,14232.000,-132.185629
-0.000841,14236.000,-128.432123
-0.046563,14240.000,-129.865182
-0.000990,14244.000,-146.067584
-0.046519,14248.000,-131.172948
-0.001029,14252.000,-132.207083
-0.046716,14256.000,-143.187278
-0.001140,14260.000,-132.740037
-0.046623,14264.000,-127.851439
-0.001126,14268.000,-131.642555
-0.047037,14272.000,-135.086463
-0.001145,14276.000,-127.114785
-0.047171,14280.000,-122.822215
-0.001220,14284.000,-125.132049
-0.047167,14288.000,-124.252264
-0.001184,14292.000,-125.311243
-0.047074,14296.000,-138.333821
-0.001187,14300.000,-126.126642
-0.046876,14304.000,-126.958505
-0.000859,14308.000,-126.761581
-0.046878,14312.000,-127.930297
0.000105,14316.000,-136.583683
-0.047012,14320.000,-127.558998
0.000897,14324.000,-130.079368
-0.047049,14328.000,-134.474081
0.001285,14332.000,-133.060870
-0.046720,14336.000,-128.889376
0.001359,14340.000,-126.046480
-0.046754,14344.000,-133.060350
0.001427,14348.000,-129.568162
-0.046580,14352.000,-123.228935
0.001311,14356.000,-130.761140
-0.046618,14360.000,-126.677938
0.001007,14364.000,-125.454950
-0.046774,14368.000,-124.252361
0.000854,14372.000,-122.435257
-0.047022,14376.000,-126.240831
0.000688,14380.000,-131.963102
-0.046697,14384.000,-129.881127
0.000505,14388.000,-132.947733
-0.046788,14392.000,-135.210073
0.000188,14396.000,-129.390981
-0.046818,14400.000,-123.991419
-0.000586,14404.000,-121.865570
-0.046615,14408.000,-123.623683
-0.000770,14412.000,-132.726172
-0.046690,14416.000,-132.162889
-0.001011,14420.000,-123.736515
-0.046643,14424.000,-130.180298
-0.001133,14428.000,-135.168044
-0.046632,14432.000,-128.133089
-0.001182,14436.000,-123.598356
-0.046504,14440.000,-126.018861
-0.001206,14444.000,-132.611123
-0.046520,14448.000,-138.757145
-0.001163,14452.000,-139.000413
-0.046581,14456.000,-128.110724
-0.001111,14460.000,-129.013326
-0.046536,14464.000,-140.849105
-0.001066,14468.000,-138.074236
-0.046422,14472.000,-136.000619
-0.000925,14476.000,-128.140847
-0.046317,14480.000,-137.896097
-0.000028,14484.000,-144.440624
-0.046378,14488.000,-127.928064
0.000719,14492.000,-127.810371
-0.046352,14496.000,-139.541687
0.001144,14500.000,-130.166861
-0.046277,14504.000,-126.437167
0.001239,14508.000,-124.903741
-0.046182,14512.000,-121.908596
0.001292,14516.000,-124.117243
-0.046270,14520.000,-129.037826
0.001265,14524.000,-125.451597
-0.046445,14528.000,-129.513426
0.001138,14532.000,-135.114855
-0.046383,14536.000,-130.267408
0.000934,14540.000,-132.250306
-0.046669,14544.000,-135.404000
0.000806,14548.000,-127.301481
-0.046530,14552.000,-124.209959
0.000556,14556.000,-126.831737
-0.046486,14560.000,-128.999570
0.000438,14564.000,-132.225857
-0.046698,14568.000,-141.234698
-0.000074,14572.000,-140.975575
-0.046696,14576.000,-130.082461
-0.000641,14580.000,-130.437146
-0.046837,14584.000,-136.051516
-0.000847,14588.000,-131.001482
-0.046338,14592.000,-128.663983
-0.000989,14596.000,-131.731970
-0.046594,14600.000,-139.537838
-0.001009,14604.000,-127.151688
-0.046660,14608.000,-127.135541
-0.001127,14612.000,-133.331299
-0.046805,14616.000,-134.571123
-0.001142,14620.000,-131.206324
-0.046606,14624.000,-132.782693
-0.001227,14628.000,-127.204028
-0.046353,14632.000,-125.755333
-0.001180,14636.000,-136.789546
-0.046548,14640.000,-133.997858
-0.001103,14644.000,-129.534160
-0.046522,14648.000,-131.263688
-0.001072,14652.000,-131.309314
-0.046374,14656.000,-123.540643
-0.000326,14660.000,-126.835962
-0.046283,14664.000,-149.087967
0.000615,14668.000,-134.399291
-0.046230,14672.000,-125.865736
0.001074,14676.000,-124.632693
-0.046062,14680.000,-135.603485
0.001294,14684.000,-131.153665
-0.046332,14688.000,-128.833279
0.001333,14692.000,-135.405881
-0.046390,14696.000,-129.213358
0.001272,14700.000,-129.192116
-0.046277,14704.000,-124.614954
0.001073,14708.000,-126.638907
-0.046507,14712.000,-134.198220
0.000952,14716.000,-129.267944
-0.046487,14720.000,-126.333930
0.000885,14724.000,-133.575855
-0.046508,14728.000,-130.104113
0.000614,14732.000,-128.084972
-0.046429,14736.000,-130.304980
0.000542,14740.000,-133.929159
-0.046660,14744.000,-135.493473
-0.000046,14748.000,-133.175557
-0.046407,14752.000,-127.999833
-0.000524,14756.000,-129.766669
-0.046467,14760.000,-136.826474
-0.000941,14764.000,-143.796145
-0.046314,14768.000,-136.494469
-0.001088,14772.000,-132.070487
-0.046350,14776.000,-127.608114
-0.001104,14780.000,-129.527555
-0.046209,14784.000,-129.342595
-0.001050,14788.000,-123.753768
-0.046406,14792.000,-123.534322
-0.001151,14796.000,-127.269024
-0.046473,14800.000,-128.245092
-0.001127,14804.000,-130.378627
-0.046632,14808.000,-130.036827
-0.001142,14812.000,-136.709830
-0.046679,14816.000,-134.811516
-0.001212,14820.000,-135.375870
-0.046578,14824.000,-142.187468
-0.001131,14828.000,-138.182916
-0.046297,14832.000,-136.662213
-0.000343,14836.000,-147.262010
-0.046232,14840.000,-139.087682
0.000567,14844.000,-130.198662
-0.046265,14848.000,-125.725335
0.001084,14852.000,-123.733414
-0.045938,14856.000,-123.825316
0.001420,14860.000,-129.371762
-0.045998,14864.000,-137.952999
0.001367,14868.000,-134.888297
-0.046158,14872.000,-128.351284
0.001270,14876.000,-129.750258
-0.046113,14880.000,-135.687227
0.001103,14884.000,-133.819697
-0.046283,14888.000,-126.798646
0.001007,14892.000,-125.310309
-0.046227,14896.000,-140.667629
0.000898,14900.000,-130.728286
-0.046189,14904.000,-134.876219
0.000710,14908.000,-123.366531
-0.046334,14912.000,-125.673370
0.000570,14916.000,-129.320166
-0.046263,14920.000,-128.615710
0.000289,14924.000,-136.820815
-0.046353,14928.000,-138.394189
-0.000246,14932.000,-135.523926
-0.046118,14936.000,-129.613456
-0.000780,14940.000,-129.388242
-0.046143,14944.000,-134.222195
-0.001057,14948.000,-125.422908
-0.045967,14952.000,-129.389782
-0.001062,14956.000,-135.436993
-0.045991,14960.000,-123.384819
-0.000999,14964.000,-120.775827
-0.046147,14968.000,-123.927222
-0.001094,14972.000,-129.741095
-0.045980,14976.000,-134.279054
-0.001156,14980.000,-132.974312
-0.046024,14984.000,-132.239141
-0.001229,14988.000,-130.574882
-0.046216,14992.000,-130.477237
-0.001190,14996.000,-131.696690
-0.045987,15000.000,-127.057200
-0.001078,15004.000,-128.532485
-0.045930,15008.000,-128.818710
-0.001124,15012.000,-138.809376
-0.045910,15016.000,-132.695463
-0.000422,15020.000,-125.082620
-0.046087,15024.000,-123.059743
0.000536,15028.000,-125.057104
-0.046095,15032.000,-127.274163
0.001201,15036.000,-126.218956
-0.046228,15040.000,-126.955975
0.001262,15044.000,-134.943746
-0.046184,15048.000,-135.347683
0.001420,15052.000,-130.307752
-0.046142,15056.000,-127.247220
0.001278,15060.000,-129.780669
-0.046218,15064.000,-132.430612
0.001181,15068.000,-124.764463
-0.046035,15072.000,-122.447733
0.000974,15076.000,-123.237780
-0.045778,15080.000,-125.290404
0.000968,15084.000,-124.212775
-0.045789,15088.000,-120.768838
0.000740,15092.000,-123.893869
-0.045890,15096.000,-133.880710
0.000551,15100.000,-129.514484
-0.045833,15104.000,-140.095371
0.000277,15108.000,-126.538863
-0.045978,15112.000,-126.445371
-0.000478,15116.000,-130.541630
-0.046305,15120.000,-128.100865
-0.000903,15124.000,-127.396850
-0.046426,15128.000,-134.394088
-0.001042,15132.000,-134.177720
-0.046090,15136.000,-130.649817
-0.001075,15140.000,-125.341238
-0.046307,15144.000,-125.967310
-0.001080,15148.000,-132.474347
-0.046111,15152.000,-131.580490
-0.001107,15156.000,-133.722872
-0.046046,15160.000,-143.944594
-0.001102,15164.000,-137.302161
-0.046185,15168.000,-134.280899
-0.001187,15172.000,-127.715836
-0.046210,15176.000,-137.125266
-0.001214,15180.000,-130.745388
-0.046070,15184.000,-128.714430
-0.001186,15188.000,-129.428677
-0.046162,15192.000,-130.559765
-0.000622,15196.000,-132.565169
-0.046172,15200.000,-130.150547
0.000358,15204.000,-130.276700
-0.045954,15208.000,-127.447654
0.001085,15212.000,-127.237111
-0.046118,15216.000,-131.798693
0.001367,15220.000,-133.988937
-0.045663,15224.000,-123.832610
0.001334,15228.000,-123.884261
-0.045806,15232.000,-125.774005
0.001368,15236.000,-126.923438
-0.045959,15240.000,-131.265315
0.001201,15244.000,-134.825051
-0.046066,15248.000,-134.168011
0.001001,15252.000,-127.795074
-0.046175,15256.000,-133.375780
0.000877,15260.000,-155.656308
-0.046108,15264.000,-134.225894
0.000631,15268.000,-124.167890
-0.046186,15272.000,-127.938160
0.000569,15276.000,-129.836771
-0.046167,15280.000,-139.561988
0.000141,15284.000,-134.292665
-0.046019,15288.000,-129.759370
-0.000536,15292.000,-125.406997
-0.046140,15296.000,-127.384081
-0.000932,15300.000,-143.266111
-0.045971,15304.000,-132.180536
-0.001068,15308.000,-129.079070
-0.045932,15312.000,-122.803571
-0.001139,15316.000,-125.179308
-0.045719,15320.000,-132.900746
-0.001153,15324.000,-129.528365
-0.045636,15328.000,-139.113842
-0.001128,15332.000,-139.739214
-0.045476,15336.000,-125.831304
-0.001120,15340.000,-126.620142
-0.045600,15344.000,-129.677202
-0.001087,15348.000,-129.786910
-0.045775,15352.000,-124.724198
-0.001054,15356.000,-124.765235
-0.045922,15360.000,-133.615131
-0.000811,15364.000,-131.113728
-0.046054,15368.000,-135.641387
0.000164,15372.000,-135.292174
-0.045991,15376.000,-128.920581
0.000853,15380.000,-127.441628
-0.046112,15384.000,-124.499558
0.001151,15388.000,-124.504743
-0.046213,15392.000,-129.427299
0.001317,15396.000,-136.844480
-0.046383,15400.000,-133.072707
0.001289,15404.000,-134.089719
-0.045976,15408.000,-130.865906
0.001238,15412.000,-127.389364
-0.045804,15416.000,-134.325609
0.001045,15420.000,-137.304372
-0.045698,15424.000,-133.719473
0.000817,15428.000,-136.264735
-0.045655,15432.000,-139.488135
0.000724,15436.000,-132.726753
-0.045784,15440.000,-124.890135
0.000476,15444.000,-125.139988
-0.045789,15448.000,-123.699956
0.000252,15452.000,-123.363834
-0.045898,15456.000,-127.227351
-0.000209,15460.000,-125.922012
-0.046154,15464.000,-127.136523
-0.000687,15468.000,-133.265103
-0.045817,15472.000,-138.709137
-0.000869,15476.000,-129.128550
-0.045739,15480.000,-124.960244
-0.001097,15484.000,-126.759296
-0.045893,15488.000,-128.425445
-0.001107,15492.000,-138.496147
-0.045727,15496.000,-132.846695
-0.001112,15500.000,-133.229769
-0.045795,15504.000,-129.958446
-0.001164,15508.000,-131.403931
-0.045709,15512.000,-137.044344
-0.001208,15516.000,-129.696871
-0.045748,15520.000,-128.830500
-0.001176,15524.000,-127.108637
-0.045823,15528.000,-128.972626
-0.001157,15532.000,-150.287743
-0.045800,15536.000,-137.468952
-0.001040,15540.000,-145.009454
-0.045551,15544.000,-126.002127
-0.000147,15548.000,-124.772828
-0.045593,15552.000,-130.017622
0.000749,15556.000,-135.096053
-0.045899,15560.000,-129.564448
0.001197,15564.000,-124.238108
-0.045845,15568.000,-125.510137
0.001379,15572.000,-122.777794
-0.045654,15576.000,-124.801626
0.001371,15580.000,-155.721027
-0.045892,15584.000,-139.265559
0.001230,15588.000,-138.501784
-0.045622,15592.000,-137.565965
0.001068,15596.000,-129.850557
-0.045597,15600.000,-128.951697
0.000977,15604.000,-123.201869
-0.045807,15608.000,-124.921561
0.000762,15612.000,-128.751839
-0.045821,15616.000,-129.898676
0.000746,15620.000,-124.710825
-0.045862,15624.000,-123.801101
0.000406,15628.000,-127.277944
-0.045703,15632.000,-139.490771
-0.000198,15636.000,-136.578028
-0.045683,15640.000,-137.473115
-0.000779,15644.000,-131.564473
-0.045738,15648.000,-130.097829
-0.000962,15652.000,-129.999293
-0.045275,15656.000,-128.508404
-0.001093,15660.000,-134.085126
-0.045507,15664.000,-127.136331
-0.001198,15668.000,-125.906044
-0.045586,15672.000,-131.400300
-0.001125,15676.000,-138.796565
-0.045499,15680.000,-132.388256
-0.001082,15684.000,-127.261735
-0.045427,15688.000,-121.835632
-0.001097,15692.000,-128.856492
-0.045258,15696.000,-131.602324
-0.001097,15700.000,-133.107399
-0.045259,15704.000,-126.864196
-0.001189,15708.000,-143.863589
-0.045458,15712.000,-128.746721
-0.000566,15716.000,-133.602411
-0.045772,15720.000,-122.487821
0.000440,15724.000,-121.005367
-0.045721,15728.000,-126.234794
0.001027,15732.000,-132.608650
-0.045662,15736.000,-138.716819
0.001320,15740.000,-132.721613
-0.045443,15744.000,-143.034446
0.001406,15748.000,-133.566629
-0.045554,15752.000,-125.848274
0.001274,15756.000,-124.895026
-0.045498,15760.000,-129.187923
0.001155,15764.000,-125.660827
-0.045392,15768.000,-126.358358
0.000999,15772.000,-129.936523
-0.045312,15776.000,-148.517413
0.000840,15780.000,-132.395497
-0.045342,15784.000,-122.243345
0.000687,15788.000,-120.154918
-0.045637,15792.000,-129.939790
0.000565,15796.000,-133.928692
-0.045845,15800.000,-138.472593
0.000066,15804.000,-144.054996
-0.045880,15808.000,-128.308273
-0.000512,15812.000,-128.354261
-0.045701,15816.000,-136.349216
-0.000882,15820.000,-135.066725
-0.045750,15824.000,-123.629806
-0.001072,15828.000,-123.768873
-0.045702,15832.000,-138.633340
-0.001141,15836.000,-130.682277
-0.045663,15840.000,-128.257588
-0.001186,15844.000,-126.394018
-0.045698,15848.000,-131.764182
-0.001156,15852.000,-131.289508
-0.045617,15856.000,-134.600110
-0.001136,15860.000,-121.795001
-0.045560,15864.000,-122.825805
-0.001125,15868.000,-126.154398
-0.045357,15872.000,-121.939040
-0.001082,15876.000,-125.756176
-0.045451,15880.000,-131.312413
-0.000823,15884.000,-125.270221
-0.045247,15888.000,-130.124904
0.000110,15892.000,-156.951020
-0.045341,15896.000,-129.194085
0.000813,15900.000,-129.837415
-0.045275,15904.000,-124.986508
0.001202,15908.000,-121.857598
-0.045404,15912.000,-123.567510
0.001262,15916.000,-128.433217
-0.045332,15920.000,-138.075595
0.001239,15924.000,-131.715043
-0.045420,15928.000,-131.964391
0.001112,15932.000,-129.294619
-0.045389,15936.000,-125.967911
0.001024,15940.000,-140.777021
-0.045392,15944.000,-127.548411
0.000879,15948.000,-135.814612
-0.045372,15952.000,-125.157786
0.000804,15956.000,-123.359295
-0.045381,15960.000,-136.132260
0.000614,15964.000,-128.260085
-0.045302,15968.000,-129.336910
0.000435,15972.000,-133.666397
-0.045268,15976.000,-134.941020
-0.000214,15980.000,-144.799496
-0.045501,15984.000,-134.702810
-0.000745,15988.000,-141.469455
-0.045423,15992.000,-132.359427
-0.001018,15996.000,-125.027487
-0.045577,16000.000,-122.786581
-0.001169,16004.000,-127.136123
-0.045390,16008.000,-129.989102
-0.001100,16012.000,-126.106506
-0.045481,16016.000,-129.286434
-0.001174,16020.000,-135.467839
-0.045628,16024.000,-126.872269
-0.001115,16028.000,-128.304981
-0.045464,16032.000,-131.836248
-0.001105,16036.000,-127.820636
-0.045658,16040.000,-128.847376
-0.001106,16044.000,-134.988186
-0.045668,16048.000,-123.402998
-0.001064,16052.000,-119.143201
-0.045661,16056.000,-122.391561
-0.000554,16060.000,-131.692288
-0.045626,16064.000,-128.249288
0.000412,16068.000,-124.438987
-0.045527,16072.000,-124.125917
0.001040,16076.000,-125.642682
-0.045576,16080.000,-126.314598
0.001197,16084.000,-129.961565
-0.045437,16088.000,-131.385153
0.001300,16092.000,-131.326114
-0.045324,16096.000,-131.647683
0.001295,16100.000,-132.201722
-0.045306,16104.000,-129.842967
0.001182,16108.000,-127.012927
-0.045375,16112.000,-127.743033
0.000988,16116.000,-128.494390
-0.045196,16120.000,-134.636197
0.000848,16124.000,-136.384129
-0.045341,16128.000,-131.684831
0.000585,16132.000,-126.152772
-0.045339,16136.000,-129.906561
0.000414,16140.000,-135.469156
-0.045432,16144.000,-127.863049
-0.000049,16148.000,-123.552158
-0.045319,16152.000,-123.377828
-0.000545,16156.000,-138.524713
-0.045076,16160.000,-133.892209
-0.000835,16164.000,-135.686215
-0.045095,16168.000,-129.777075
-0.000948,16172.000,-137.710004
-0.045190,16176.000,-143.485491
-0.000959,16180.000,-132.476103
-0.044993,16184.000,-130.991557
-0.001192,16188.000,-132.981811
-0.044977,16192.000,-127.223026
-0.001182,16196.000,-132.771482
-0.045064,16200.000,-124.461421
-0.001174,16204.000,-124.649905
-0.045285,16208.000,-128.926182
-0.001144,16212.000,-122.834358
-0.045408,16216.000,-125.960847
-0.001197,16220.000,-123.901383
-0.045395,16224.000,-122.330332
-0.001013,16228.000,-124.991705
-0.045355,16232.000,-125.113867
0.000059,16236.000,-128.203113
-0.045405,16240.000,-135.014474
0.000882,16244.000,-146.392715
-0.045144,16248.000,-129.667881
0.001289,16252.000,-142.605404
-0.045229,16256.000,-135.361296
0.001376,16260.000,-137.905153
-0.045329,16264.000,-135.700812
0.001331,16268.000,-143.755878
-0.045393,16272.000,-136.692466
0.001151,16276.000,-131.557556
-0.045438,16280.000,-127.214874
0.001044,16284.000,-133.923543
-0.045434,16288.000,-137.494358
0.000912,16292.000,-138.049388
-0.045250,16296.000,-136.156315
0.000731,16300.000,-139.256834
-0.045226,16304.000,-132.603177
0.000665,16308.000,-128.280445
-0.045104,16312.000,-132.548741
0.000494,16316.000,-133.151123
-0.045100,16320.000,-143.277045
-0.000128,16324.000,-130.436007
-0.045227,16328.000,-128.069828
-0.000708,16332.000,-127.726644
-0.045047,16336.000,-128.817995
-0.000939,16340.000,-134.893295
-0.045211,16344.000,-124.665729
-0.001123,16348.000,-123.378348
-0.044792,16352.000,-124.546129
-0.001083,16356.000,-125.098236
-0.044986,16360.000,-125.928102
-0.001110,16364.000,-129.763142
-0.045140,16368.000,-133.314409
-0.001038,16372.000,-134.857867
-0.045059,16376.000,-129.661178
-0.001060,16380.000,-131.187476
-0.044886,16384.000,-128.720906
-0.001091,16388.000,-120.822832
-0.044763,16392.000,-121.126849
-0.001188,16396.000,-123.041835
-0.044942,16400.000,-122.319830
-0.000861,16404.000,-133.782915
-0.044950,16408.000,-131.912812
0.000056,16412.000,-137.885363
-0.045171,16416.000,-129.772318
0.000831,16420.000,-127.503084
-0.044998,16424.000,-137.444682
0.001213,16428.000,-126.350783
-0.045017,16432.000,-124.502581
0.001413,16436.000,-128.963870
-0.044995,16440.000,-132.369652
0.001300,16444.000,-133.611335
-0.044874,16448.000,-122.439018
0.001239,16452.000,-118.541980
-0.044677,16456.000,-116.113333
0.001078,16460.000,-123.319774
-0.044630,16464.000,-134.403942
0.000854,16468.000,-124.796166
-0.044992,16472.000,-126.117435
0.000727,16476.000,-142.248201
-0.044840,16480.000,-134.158086
0.000526,16484.000,-127.522157
-0.044804,16488.000,-128.768207
0.000173,16492.000,-134.089055
-0.044654,16496.000,-126.533809
-0.000476,16500.000,-126.619691
-0.044871,16504.000,-131.583509
-0.000806,16508.000,-130.813134
-0.045022,16512.000,-127.960811
-0.001001,16516.000,-144.155998
-0.044922,16520.000,-138.337119
-0.001030,16524.000,-135.924036
-0.044791,16528.000,-125.771689
-0.001123,16532.000,-127.464922
-0.044743,16536.000,-132.306605
-0.001234,16540.000,-132.801030
-0.044710,16544.000,-136.858125
