Time data (V), Frequency (Hz), Spectrum (dBFS)
-0.047706,13040.000,-144.640677
-0.001102,13044.000,-140.718629
-0.047786,13048.000,-140.539630
-0.001031,13052.000,-129.152926
-0.047721,13056.000,-126.945664
-0.001102,13060.000,-128.658473
-0.047480,13064.000,-130.512558
-0.000630,13068.000,-131.831314
-0.047803,13072.000,-133.597209
0.000395,13076.000,-139.078245
-0.047724,13080.000,-132.488070
0.000994,13084.000,-131.350401
-0.047969,13088.000,-145.541228
0.001343,13092.000,-148.840027
-0.048264,13096.000,-133.293798
0.001329,13100.000,-135.098226
-0.048155,13104.000,-135.241088
0.001333,13108.000,-128.738588
-0.048092,13112.000,-129.575377
0.001270,13116.000,-135.708258
-0.048339,13120.000,-130.739145
0.001154,13124.000,-129.987995
-0.048059,13128.000,-134.394342
0.000910,13132.000,-127.684582
-0.048089,13136.000,-128.995690
0.000627,13140.000,-132.958863
-0.047908,13144.000,-140.403220
0.000555,13148.000,-138.204959
-0.047823,13152.000,-149.874925
0.000160,13156.000,-134.962138
-0.047934,13160.000,-135.420280
-0.000516,13164.000,-133.670205
-0.047826,13168.000,-133.247670
-0.000755,13172.000,-139.857773
-0.047824,13176.000,-129.507434
-0.000962,13180.000,-125.619193
-0.048002,13184.000,-128.919207
-0.001009,13188.000,-140.548125
-0.047838,13192.000,-133.553286
-0.001161,13196.000,-131.104185
-0.047988,13200.000,-133.272999
-0.001184,13204.000,-148.548251
-0.048100,13208.000,-127.882868
-0.001224,13212.000,-127.476193
-0.047744,13216.000,-138.364527
-0.001182,13220.000,-131.403966
-0.047739,13224.000,-128.870554
-0.001214,13228.000,-146.509950
-0.047405,13232.000,-142.653045
-0.001145,13236.000,-134.450049
-0.047638,13240.000,-134.920963
-0.000764,13244.000,-127.005066
-0.047604,13248.000,-127.531209
0.000266,13252.000,-134.905351
-0.047624,13256.000,-134.507182
0.000971,13260.000,-138.097002
-0.047649,13264.000,-130.119447
0.001247,13268.000,-137.281483
-0.047478,13272.000,-128.740586
0.001308,13276.000,-128.768713
-0.047361,13280.000,-154.773902
0.001315,13284.000,-130.991855
-0.047541,13288.000,-130.118237
0.001197,13292.000,-134.918205
-0.047368,13296.000,-132.574325
0.001031,13300.000,-132.005535
-0.047190,13304.000,-135.614139
0.000920,13308.000,-134.078474
-0.047198,13312.000,-132.346814
0.000802,13316.000,-129.905696
-0.047304,13320.000,-127.561155
0.000622,13324.000,-130.602939
-0.047620,13328.000,-131.684705
0.000106,13332.000,-131.126525
-0.047789,13336.000,-144.980928
-0.000446,13340.000,-134.012155
-0.047681,13344.000,-137.154363
-0.000865,13348.000,-135.941070
-0.047749,13352.000,-132.565030
-0.001100,13356.000,-128.867702
-0.047775,13360.000,-133.254582
-0.001188,13364.000,-127.741721
-0.047650,13368.000,-132.706793
-0.001203,13372.000,-134.233636
-0.047487,13376.000,-138.412821
-0.001153,13380.000,-134.738666
-0.047654,13384.000,-131.275994
-0.001131,13388.000,-134.683063
-0.047534,13392.000,-133.344042
-0.001051,13396.000,-127.995885
-0.047487,13400.000,-136.052200
-0.001085,13404.000,-132.340243
-0.047638,13408.000,-129.308255
-0.000975,13412.000,-129.983505
-0.047691,13416.000,-131.699113
-0.000047,13420.000,-140.689449
-0.047750,13424.000,-137.537441
0.000743,13428.000,-131.952926
-0.047810,13432.000,-135.071142
0.001114,13436.000,-140.101607
-0.047785,13440.000,-135.923087
0.001257,13444.000,-132.246317
-0.047664,13448.000,-132.589235
0.001386,13452.000,-138.384895
-0.047596,13456.000,-127.375840
0.001253,13460.000,-126.523132
-0.047540,13464.000,-129.289601
0.001165,13468.000,-136.310007
-0.047704,13472.000,-144.638923
0.000925,13476.000,-136.942739
-0.047606,13480.000,-130.306920
0.000787,13484.000,-130.222560
-0.047599,13488.000,-134.427816
0.000594,13492.000,-143.108684
-0.047632,13496.000,-127.475669
0.000370,13500.000,-126.583121
-0.047513,13504.000,-129.919619
-0.000214,13508.000,-139.914252
-0.047640,13512.000,-140.946806
-0.000700,13516.000,-136.248318
-0.047497,13520.000,-137.260681
-0.000844,13524.000,-141.956151
-0.047398,13528.000,-136.733814
-0.000992,13532.000,-134.770227
-0.047508,13536.000,-139.584656
-0.001061,13540.000,-137.374436
-0.047730,13544.000,-133.446925
-0.001218,13548.000,-129.666943
-0.047629,13552.000,-131.475396
-0.001151,13556.000,-133.924225
-0.047437,13560.000,-134.161867
-0.001218,13564.000,-149.064507
-0.047422,13568.000,-129.993785
-0.001147,13572.000,-125.319539
-0.047344,13576.000,-127.738013
-0.001055,13580.000,-137.905350
-0.047408,13584.000,-129.485124
-0.001060,13588.000,-127.517047
-0.047456,13592.000,-139.791448
-0.000527,13596.000,-135.295878
-0.047070,13600.000,-138.617538
0.000496,13604.000,-157.387558
-0.047108,13608.000,-143.678791
0.001000,13612.000,-134.891520
-0.047296,13616.000,-126.793258
0.001351,13620.000,-128.241706
-0.047217,13624.000,-135.308211
0.001384,13628.000,-137.354707
-0.047256,13632.000,-132.544069
0.001368,13636.000,-134.798302
-0.047287,13640.000,-125.540431
0.001128,13644.000,-125.170581
-0.047216,13648.000,-132.843639
0.001073,13652.000,-133.290944
-0.046958,13656.000,-134.167440
0.000859,13660.000,-128.214134
-0.047196,13664.000,-128.499766
0.000748,13668.000,-132.158328
-0.047223,13672.000,-130.677602
0.000628,13676.000,-126.363409
-0.047260,13680.000,-126.783377
0.000370,13684.000,-131.141067
-0.047369,13688.000,-128.145613
-0.000142,13692.000,-134.573044
-0.047457,13696.000,-136.473005
-0.000732,13700.000,-133.205409
-0.047430,13704.000,-133.455798
-0.000982,13708.000,-147.400105
-0.047568,13712.000,-129.852509
-0.001040,13716.000,-129.554611
-0.047379,13720.000,-134.195989
-0.001069,13724.000,-136.022684
-0.047557,13728.000,-137.742398
-0.001096,13732.000,-136.582109
-0.047453,13736.000,-134.349755
-0.001147,13740.000,-134.971283
-0.047444,13744.000,-130.205255
-0.001153,13748.000,-128.478494
-0.047354,13752.000,-134.443555
-0.001204,13756.000,-126.871780
-0.047262,13760.000,-124.815878
-0.001111,13764.000,-136.797571
-0.047480,13768.000,-128.823610
-0.001173,13772.000,-133.696138
-0.047468,13776.000,-123.516644
-0.000372,13780.000,-121.559029
-0.047466,13784.000,-131.859902
0.000660,13788.000,-125.322363
-0.047625,13792.000,-123.621614
0.001147,13796.000,-126.164427
-0.047590,13800.000,-133.702887
0.001244,13804.000,-130.305118
-0.047624,13808.000,-124.051505
0.001329,13812.000,-128.873137
-0.047462,13816.000,-138.596800
0.001301,13820.000,-131.046404
-0.047508,13824.000,-134.780416
0.001102,13828.000,-131.180943
-0.047417,13832.000,-126.157454
0.001013,13836.000,-123.783280
-0.047471,13840.000,-123.566660
0.000907,13844.000,-122.858001
-0.047341,13848.000,-126.830631
0.000785,13852.000,-127.910570
-0.047139,13856.000,-126.559510
0.000539,13860.000,-121.975729
-0.047234,13864.000,-122.319520
0.000264,13868.000,-124.714593
-0.047198,13872.000,-127.415780
-0.000325,13876.000,-120.894394
-0.047301,13880.000,-121.245329
-0.000780,13884.000,-128.013959
-0.047310,13888.000,-124.864287
-0.000959,13892.000,-123.184776
-0.047267,13896.000,-129.354894
-0.001042,13900.000,-137.217194
-0.047209,13904.000,-131.617614
-0.001113,13908.000,-125.751962
-0.047088,13912.000,-129.740826
-0.001070,13916.000,-123.733745
-0.047142,13920.000,-126.197253
-0.001076,13924.000,-129.005173
-0.047022,13928.000,-127.996304
-0.001243,13932.000,-123.291866
-0.047323,13936.000,-125.395658
-0.001215,13940.000,-133.140735
-0.047424,13944.000,-124.524065
-0.001193,13948.000,-127.447559
-0.047233,13952.000,-133.235303
-0.000875,13956.000,-131.140135
-0.047280,13960.000,-125.756443
0.000148,13964.000,-124.437613
-0.047123,13968.000,-129.283580
0.000901,13972.000,-131.596300
-0.047268,13976.000,-133.183225
0.001292,13980.000,-124.156109
-0.047090,13984.000,-125.994446
0.001322,13988.000,-134.725323
-0.047308,13992.000,-126.963748
0.001293,13996.000,-124.654973
-0.047103,14000.000,-125.273619
0.001106,14004.000,-128.351212
-0.047042,14008.000,-133.897592
0.001074,14012.000,-139.857097
-0.047187,14016.000,-124.381782
0.000896,14020.000,-119.838195
-0.047266,14024.000,-122.510555
0.000788,14028.000,-136.784063
-0.046993,14032.000,-141.886459
0.000594,14036.000,-129.476067
-0.047033,14040.000,-123.514337
0.000262,14044.000,-126.199899
-0.047052,14048.000,-125.985835
-0.000368,14052.000,-123.616075
-0.046826,14056.000,-124.627795
-0.000701,14060.000,-125.018536
-0.046862,14064.000,-131.959283
-0.000940,14068.000,-127.955479
-0.046788,14072.000,-124.211537
-0.001130,14076.000,-128.973127
-0.046799,14080.000,-138.383713
-0.001182,14084.000,-131.235070
-0.046828,14088.000,-128.954725
-0.001234,14092.000,-128.210381
-0.046678,14096.000,-128.877341
-0.001178,14100.000,-131.131440
-0.046599,14104.000,-134.249448
-0.001265,14108.000,-128.584368
-0.046753,14112.000,-128.783014
-0.001091,14116.000,-130.555984
-0.046782,14120.000,-134.539903
-0.001051,14124.000,-142.859478
-0.046834,14128.000,-134.766952
-0.000388,14132.000,-134.185595
-0.046703,14136.000,-138.445773
0.000542,14140.000,-132.152384
-0.046948,14144.000,-133.307199
0.001014,14148.000,-130.787123
-0.046798,14152.000,-129.050521
0.001207,14156.000,-128.742257
-0.046826,14160.000,-132.007550
0.001377,14164.000,-143.890421
-0.046694,14168.000,-131.371622
0.001294,14172.000,-124.821092
-0.046805,14176.000,-127.104554
0.001176,14180.000,-130.205452
-0.046802,14184.000,-137.334844
0.001094,14188.000,-126.334185
-0.046833,14192.000,-122.251730
0.000912,14196.000,-123.831181
-0.046661,14200.000,-129.824209
0.000715,14204.000,-140.829052
-0.046849,14208.000,-130.722844
0.000511,14212.000,-133.361653
-0.046939,14216.000,-138.447405
0.000278,14220.000,-136.906641
-0.047059,14224.000,-132.822741
-0.000317,14228.000,-141.999976
-0.046729,14232.000,-134.243983
-0.000841,14236.000,-134.135641
-0.046563,14240.000,-134.779135
-0.000990,14244.000,-136.005256
-0.046519,14248.000,-139.068205
-0.001029,14252.000,-125.606604
-0.046716,14256.000,-125.392891
-0.001140,14260.000,-132.377687
-0.046623,14264.000,-135.518895
-0.001126,14268.000,-139.981558
-0.047037,14272.000,-136.329055
-0.001145,14276.000,-139.339208
-0.047171,14280.000,-134.473182
-0.001220,14284.000,-123.216324
-0.047167,14288.000,-124.838508
-0.001184,14292.000,-133.971892
-0.047074,14296.000,-134.253127
-0.001187,14300.000,-136.395512
-0.046876,14304.000,-131.505495
-0.000859,14308.000,-131.850763
-0.046878,14312.000,-132.329636
0.000105,14316.000,-129.949451
-0.047012,14320.000,-131.383111
0.000897,14324.000,-134.056595
-0.047049,14328.000,-130.269287
0.001285,14332.000,-130.789213
-0.046720,14336.000,-135.041404
0.001359,14340.000,-135.697730
-0.046754,14344.000,-132.109509
0.001427,14348.000,-128.577395
-0.046580,14352.000,-131.478226
0.001311,14356.000,-150.064578
-0.046618,14360.000,-139.447242
0.001007,14364.000,-131.567440
-0.046774,14368.000,-131.447598
0.000854,14372.000,-128.870125
-0.047022,14376.000,-135.746062
0.000688,14380.000,-135.261206
-0.046697,14384.000,-131.985203
0.000505,14388.000,-131.531443
-0.046788,14392.000,-137.790537
0.000188,14396.000,-131.531202
-0.046818,14400.000,-139.121036
-0.000586,14404.000,-132.372769
-0.046615,14408.000,-130.976168
-0.000770,14412.000,-147.816339
-0.046690,14416.000,-142.739657
-0.001011,14420.000,-151.083771
-0.046643,14424.000,-142.408914
-0.001133,14428.000,-130.717872
-0.046632,14432.000,-134.929788
-0.001182,14436.000,-170.617207
-0.046504,14440.000,-146.189491
-0.001206,14444.000,-137.517919
-0.046520,14448.000,-136.302290
-0.001163,14452.000,-135.588296
-0.046581,14456.000,-129.340905
-0.001111,14460.000,-128.558905
-0.046536,14464.000,-128.305087
-0.001066,14468.000,-132.919367
-0.046422,14472.000,-134.013958
-0.000925,14476.000,-129.133858
-0.046317,14480.000,-131.688134
-0.000028,14484.000,-127.335596
-0.046378,14488.000,-127.995036
0.000719,14492.000,-128.245078
-0.046352,14496.000,-135.840919
0.001144,14500.000,-140.700853
-0.046277,14504.000,-136.803820
0.001239,14508.000,-131.748275
-0.046182,14512.000,-128.765096
0.001292,14516.000,-134.305735
-0.046270,14520.000,-135.012565
0.001265,14524.000,-133.714266
-0.046445,14528.000,-137.015225
0.001138,14532.000,-129.840272
-0.046383,14536.000,-131.974164
0.000934,14540.000,-154.484981
-0.046669,14544.000,-133.242702
0.000806,14548.000,-130.104449
-0.046530,14552.000,-136.828784
0.000556,14556.000,-130.678618
-0.046486,14560.000,-132.170686
0.000438,14564.000,-138.295412
-0.046698,14568.000,-145.187549
-0.000074,14572.000,-134.811261
-0.046696,14576.000,-140.118763
-0.000641,14580.000,-141.869381
-0.046837,14584.000,-135.937862
-0.000847,14588.000,-132.419056
-0.046338,14592.000,-125.716795
-0.000989,14596.000,-131.371313
-0.046594,14600.000,-134.561104
-0.001009,14604.000,-129.842451
-0.046660,14608.000,-132.963470
-0.001127,14612.000,-133.164215
-0.046805,14616.000,-131.593704
-0.001142,14620.000,-138.467343
-0.046606,14624.000,-149.793162
-0.001227,14628.000,-142.696599
-0.046353,14632.000,-132.914570
-0.001180,14636.000,-129.459178
-0.046548,14640.000,-130.386127
-0.001103,14644.000,-135.001269
-0.046522,14648.000,-133.040067
-0.001072,14652.000,-133.302789
-0.046374,14656.000,-135.251041
-0.000326,14660.000,-131.940153
-0.046283,14664.000,-132.980217
0.000615,14668.000,-134.184800
-0.046230,14672.000,-136.427599
0.001074,14676.000,-140.034547
-0.046062,14680.000,-132.143366
0.001294,14684.000,-134.338302
-0.046332,14688.000,-155.874530
0.001333,14692.000,-134.989472
-0.046390,14696.000,-135.159491
0.001272,14700.000,-151.645737
-0.046277,14704.000,-130.481211
0.001073,14708.000,-128.345812
-0.046507,14712.000,-131.765548
0.000952,14716.000,-138.484473
-0.046487,14720.000,-130.451755
0.000885,14724.000,-137.379111
-0.046508,14728.000,-133.840941
0.000614,14732.000,-139.719401
-0.046429,14736.000,-132.051388
0.000542,14740.000,-129.074584
-0.046660,14744.000,-132.257500
-0.000046,14748.000,-138.488369
-0.046407,14752.000,-130.830401
-0.000524,14756.000,-133.222171
-0.046467,14760.000,-131.760758
-0.000941,14764.000,-129.942851
-0.046314,14768.000,-133.724915
-0.001088,14772.000,-132.275206
-0.046350,14776.000,-127.766330
-0.001104,14780.000,-128.527800
-0.046209,14784.000,-130.630530
-0.001050,14788.000,-131.397492
-0.046406,14792.000,-137.021818
-0.001151,14796.000,-140.090190
-0.046473,14800.000,-143.226795
-0.001127,14804.000,-133.110564
-0.046632,14808.000,-138.654434
-0.001142,14812.000,-138.019482
-0.046679,14816.000,-137.906296
-0.001212,14820.000,-133.521303
-0.046578,14824.000,-133.841048
-0.001131,14828.000,-141.342752
-0.046297,14832.000,-134.050817
-0.000343,14836.000,-126.257868
-0.046232,14840.000,-128.236285
0.000567,14844.000,-137.278021
-0.046265,14848.000,-137.712867
0.001084,14852.000,-126.005296
-0.045938,14856.000,-128.189724
0.001420,14860.000,-134.455727
-0.045998,14864.000,-129.307061
0.001367,14868.000,-149.069772
-0.046158,14872.000,-132.499974
0.001270,14876.000,-134.448181
-0.046113,14880.000,-140.219801
0.001103,14884.000,-135.598695
-0.046283,14888.000,-130.460492
0.001007,14892.000,-128.476136
-0.046227,14896.000,-137.936474
0.000898,14900.000,-135.708875
-0.046189,14904.000,-134.931471
0.000710,14908.000,-141.060700
-0.046334,14912.000,-142.236906
0.000570,14916.000,-133.707118
-0.046263,14920.000,-129.292010
0.000289,14924.000,-135.048099
-0.046353,14928.000,-133.130507
-0.000246,14932.000,-132.693423
-0.046118,14936.000,-149.703016
-0.000780,14940.000,-132.156970
-0.046143,14944.000,-127.270857
-0.001057,14948.000,-130.782092
-0.045967,14952.000,-134.387542
-0.001062,14956.000,-129.478630
-0.045991,14960.000,-130.495556
-0.000999,14964.000,-134.777693
-0.046147,14968.000,-135.955193
-0.001094,14972.000,-131.308501
-0.045980,14976.000,-132.118782
-0.001156,14980.000,-136.778267
-0.046024,14984.000,-130.814760
-0.001229,14988.000,-131.165518
-0.046216,14992.000,-137.255692
-0.001190,14996.000,-134.160819
-0.045987,15000.000,-141.186054
-0.001078,15004.000,-133.056487
-0.045930,15008.000,-129.373138
-0.001124,15012.000,-133.796160
-0.045910,15016.000,-137.640571
-0.000422,15020.000,-141.621818
-0.046087,15024.000,-135.316562
0.000536,15028.000,-147.862909
-0.046095,15032.000,-135.816292
0.001201,15036.000,-135.639675
-0.046228,15040.000,-133.295416
0.001262,15044.000,-139.158658
-0.046184,15048.000,-136.682387
0.001420,15052.000,-145.794873
-0.046142,15056.000,-131.781930
0.001278,15060.000,-127.004777
-0.046218,15064.000,-131.306072
0.001181,15068.000,-142.073889
-0.046035,15072.000,-150.710180
0.000974,15076.000,-139.788456
-0.045778,15080.000,-134.637482
0.000968,15084.000,-132.143703
-0.045789,15088.000,-134.977684
0.000740,15092.000,-136.140445
-0.045890,15096.000,-129.931273
0.000551,15100.000,-127.375452
-0.045833,15104.000,-133.907923
0.000277,15108.000,-141.049003
-0.045978,15112.000,-133.508052
-0.000478,15116.000,-134.405491
-0.046305,15120.000,-135.159119
-0.000903,15124.000,-130.594116
-0.046426,15128.000,-129.635558
-0.001042,15132.000,-129.782226
-0.046090,15136.000,-152.167743
-0.001075,15140.000,-130.070073
-0.046307,15144.000,-131.051351
-0.001080,15148.000,-137.158798
-0.046111,15152.000,-131.193432
-0.001107,15156.000,-131.303340
-0.046046,15160.000,-134.869350
-0.001102,15164.000,-146.793643
-0.046185,15168.000,-133.822278
-0.001187,15172.000,-132.316290
-0.046210,15176.000,-127.036373
-0.001214,15180.000,-128.668517
-0.046070,15184.000,-128.941395
-0.001186,15188.000,-128.862808
-0.046162,15192.000,-135.169856
-0.000622,15196.000,-142.931416
-0.046172,15200.000,-154.584649
0.000358,15204.000,-136.211500
-0.045954,15208.000,-133.704736
0.001085,15212.000,-139.647727
-0.046118,15216.000,-132.584494
0.001367,15220.000,-132.220107
-0.045663,15224.000,-136.474377
0.001334,15228.000,-134.956791
-0.045806,15232.000,-132.356523
0.001368,15236.000,-129.375192
-0.045959,15240.000,-153.571435
0.001201,15244.000,-131.980117
-0.046066,15248.000,-130.805897
0.001001,15252.000,-128.872331
-0.046175,15256.000,-139.189714
0.000877,15260.000,-133.620614
-0.046108,15264.000,-143.097522
0.000631,15268.000,-137.873963
-0.046186,15272.000,-131.583962
0.000569,15276.000,-139.310462
-0.046167,15280.000,-147.743825
0.000141,15284.000,-139.082602
-0.046019,15288.000,-129.344286
-0.000536,15292.000,-126.367143
-0.046140,15296.000,-132.815538
-0.000932,15300.000,-134.515925
-0.045971,15304.000,-130.788361
-0.001068,15308.000,-130.530354
-0.045932,15312.000,-131.340840
-0.001139,15316.000,-132.126471
-0.045719,15320.000,-143.666719
-0.001153,15324.000,-133.638526
-0.045636,15328.000,-128.284084
-0.001128,15332.000,-129.996746
-0.045476,15336.000,-129.221264
-0.001120,15340.000,-134.328118
-0.045600,15344.000,-140.074991
-0.001087,15348.000,-141.737057
-0.045775,15352.000,-140.804333
-0.001054,15356.000,-135.934101
-0.045922,15360.000,-152.537426
-0.000811,15364.000,-145.624169
-0.046054,15368.000,-133.116365
0.000164,15372.000,-132.819792
-0.045991,15376.000,-131.776352
0.000853,15380.000,-132.507275
-0.046112,15384.000,-132.825455
0.001151,15388.000,-130.861448
-0.046213,15392.000,-134.239048
0.001317,15396.000,-127.449890
-0.046383,15400.000,-130.188623
0.001289,15404.000,-126.937102
-0.045976,15408.000,-126.471941
0.001238,15412.000,-128.461282
-0.045804,15416.000,-126.839706
0.001045,15420.000,-124.471025
-0.045698,15424.000,-123.658710
0.000817,15428.000,-124.819341
-0.045655,15432.000,-127.811997
0.000724,15436.000,-131.475557
-0.045784,15440.000,-142.039105
0.000476,15444.000,-129.249711
-0.045789,15448.000,-128.050460
0.000252,15452.000,-138.739227
-0.045898,15456.000,-138.297091
-0.000209,15460.000,-128.968848
-0.046154,15464.000,-131.094997
-0.000687,15468.000,-131.300203
-0.045817,15472.000,-131.938944
-0.000869,15476.000,-132.855840
-0.045739,15480.000,-125.597106
-0.001097,15484.000,-134.550458
-0.045893,15488.000,-127.961051
-0.001107,15492.000,-131.462249
-0.045727,15496.000,-136.217807
-0.001112,15500.000,-130.739087
-0.045795,15504.000,-130.075866
-0.001164,15508.000,-136.993931
-0.045709,15512.000,-130.048513
-0.001208,15516.000,-129.714521
-0.045748,15520.000,-131.111234
-0.001176,15524.000,-126.033382
-0.045823,15528.000,-128.074337
-0.001157,15532.000,-128.056239
-0.045800,15536.000,-126.092898
-0.001040,15540.000,-121.478016
-0.045551,15544.000,-125.440301
-0.000147,15548.000,-131.482194
-0.045593,15552.000,-128.611354
0.000749,15556.000,-131.101165
-0.045899,15560.000,-138.567384
0.001197,15564.000,-136.957528
-0.045845,15568.000,-138.415417
0.001379,15572.000,-133.128421
-0.045654,15576.000,-126.996352
0.001371,15580.000,-126.043597
-0.045892,15584.000,-130.904113
0.001230,15588.000,-124.472258
-0.045622,15592.000,-131.200919
0.001068,15596.000,-124.009802
-0.045597,15600.000,-129.638836
0.000977,15604.000,-121.990350
-0.045807,15608.000,-120.688482
0.000762,15612.000,-124.881086
-0.045821,15616.000,-132.676782
0.000746,15620.000,-132.681017
-0.045862,15624.000,-136.090218
0.000406,15628.000,-142.181877
-0.045703,15632.000,-136.061340
-0.000198,15636.000,-127.065793
-0.045683,15640.000,-123.469196
-0.000779,15644.000,-123.862648
-0.045738,15648.000,-126.867017
-0.000962,15652.000,-131.286054
-0.045275,15656.000,-130.597941
-0.001093,15660.000,-126.824093
-0.045507,15664.000,-126.790535
-0.001198,15668.000,-131.651244
-0.045586,15672.000,-132.124212
-0.001125,15676.000,-131.438759
-0.045499,15680.000,-135.627127
-0.001082,15684.000,-134.892183
-0.045427,15688.000,-156.026601
-0.001097,15692.000,-132.129905
-0.045258,15696.000,-125.338908
-0.001097,15700.000,-132.175582
-0.045259,15704.000,-125.893460
-0.001189,15708.000,-125.727982
-0.045458,15712.000,-131.917935
-0.000566,15716.000,-128.580715
-0.045772,15720.000,-132.366520
0.000440,15724.000,-127.122082
-0.045721,15728.000,-124.304960
0.001027,15732.000,-130.591724
-0.045662,15736.000,-128.443717
0.001320,15740.000,-123.993677
-0.045443,15744.000,-131.231230
0.001406,15748.000,-136.451376
-0.045554,15752.000,-126.339076
0.001274,15756.000,-129.975492
-0.045498,15760.000,-127.884602
0.001155,15764.000,-127.409348
-0.045392,15768.000,-133.388547
0.000999,15772.000,-124.107126
-0.045312,15776.000,-130.620911
0.000840,15780.000,-135.457307
-0.045342,15784.000,-133.438515
0.000687,15788.000,-129.427894
-0.045637,15792.000,-130.455127
0.000565,15796.000,-138.629866
-0.045845,15800.000,-129.088671
0.000066,15804.000,-130.026491
-0.045880,15808.000,-125.342608
-0.000512,15812.000,-123.043572
-0.045701,15816.000,-125.705254
-0.000882,15820.000,-128.132692
-0.045750,15824.000,-127.951698
-0.001072,15828.000,-128.615751
-0.045702,15832.000,-131.134695
-0.001141,15836.000,-127.845094
-0.045663,15840.000,-131.588266
-0.001186,15844.000,-137.988628
-0.045698,15848.000,-136.207222
-0.001156,15852.000,-128.505207
-0.045617,15856.000,-130.741305
-0.001136,15860.000,-129.086323
-0.045560,15864.000,-125.857198
-0.001125,15868.000,-132.627905
-0.045357,15872.000,-133.203908
-0.001082,15876.000,-131.345248
-0.045451,15880.000,-133.492729
-0.000823,15884.000,-127.188377
-0.045247,15888.000,-124.564934
0.000110,15892.000,-127.101858
-0.045341,15896.000,-131.508899
0.000813,15900.000,-128.779168
-0.045275,15904.000,-128.649016
0.001202,15908.000,-138.135832
-0.045404,15912.000,-126.328351
0.001262,15916.000,-123.987432
-0.045332,15920.000,-122.749583
0.001239,15924.000,-125.828674
-0.045420,15928.000,-125.786172
0.001112,15932.000,-126.540897
-0.045389,15936.000,-123.307975
0.001024,15940.000,-125.836257
-0.045392,15944.000,-132.984318
0.000879,15948.000,-122.184106
-0.045372,15952.000,-124.928523
0.000804,15956.000,-136.292829
-0.045381,15960.000,-127.251041
0.000614,15964.000,-122.280833
-0.045302,15968.000,-129.799161
0.000435,15972.000,-122.341371
-0.045268,15976.000,-122.954475
-0.000214,15980.000,-133.512679
-0.045501,15984.000,-127.247738
-0.000745,15988.000,-123.084231
-0.045423,15992.000,-123.059695
-0.001018,15996.000,-126.584348
-0.045577,16000.000,-127.151748
-0.001169,16004.000,-124.238363
-0.045390,16008.000,-127.396321
-0.001100,16012.000,-132.327269
-0.045481,16016.000,-124.870271
-0.001174,16020.000,-125.119984
-0.045628,16024.000,-122.997712
-0.001115,16028.000,-125.916061
-0.045464,16032.000,-129.722736
-0.001105,16036.000,-123.971653
-0.045658,16040.000,-122.569047
-0.001106,16044.000,-124.124809
-0.045668,16048.000,-137.969559
-0.001064,16052.000,-144.764191
-0.045661,16056.000,-126.551217
-0.000554,16060.000,-121.200978
-0.045626,16064.000,-122.343522
0.000412,16068.000,-129.940870
-0.045527,16072.000,-129.544711
0.001040,16076.000,-127.302449
-0.045576,16080.000,-120.439620
0.001197,16084.000,-128.005892
-0.045437,16088.000,-122.797667
0.001300,16092.000,-125.038415
-0.045324,16096.000,-138.397334
0.001295,16100.000,-130.501811
-0.045306,16104.000,-136.655119
0.001182,16108.000,-118.623911
-0.045375,16112.000,-117.972677
0.000988,16116.000,-126.920305
-0.045196,16120.000,-127.830139
0.000848,16124.000,-123.151491
-0.045341,16128.000,-119.784951
0.000585,16132.000,-122.850076
-0.045339,16136.000,-123.527356
0.000414,16140.000,-124.027234
-0.045432,16144.000,-138.747392
-0.000049,16148.000,-130.878031
-0.045319,16152.000,-127.333365
-0.000545,16156.000,-136.703879
-0.045076,16160.000,-129.412419
-0.000835,16164.000,-125.435927
-0.045095,16168.000,-122.363517
-0.000948,16172.000,-121.745321
-0.045190,16176.000,-122.338563
-0.000959,16180.000,-124.472740
-0.044993,16184.000,-123.491828
-0.001192,16188.000,-124.853502
-0.044977,16192.000,-117.329617
-0.001182,16196.000,-118.891327
-0.045064,16200.000,-120.031309
-0.001174,16204.000,-120.354639
-0.045285,16208.000,-122.324823
-0.001144,16212.000,-122.996010
-0.045408,16216.000,-119.520944
-0.001197,16220.000,-117.261310
-0.045395,16224.000,-124.220676
-0.001013,16228.000,-136.822115
-0.045355,16232.000,-129.600126
0.000059,16236.000,-123.650091
-0.045405,16240.000,-121.926388
0.000882,16244.000,-123.520573
-0.045144,16248.000,-128.677418
0.001289,16252.000,-131.421567
-0.045229,16256.000,-125.826603
0.001376,16260.000,-125.814578
-0.045329,16264.000,-120.398290
0.001331,16268.000,-127.347523
-0.045393,16272.000,-120.039008
0.001151,16276.000,-119.924053
-0.045438,16280.000,-123.229677
0.001044,16284.000,-119.792980
-0.045434,16288.000,-123.931623
0.000912,16292.000,-120.280353
-0.045250,16296.000,-118.319324
0.000731,16300.000,-117.965916
-0.045226,16304.000,-120.774611
0.000665,16308.000,-126.342618
-0.045104,16312.000,-124.156295
0.000494,16316.000,-131.319543
-0.045100,16320.000,-134.980852
-0.000128,16324.000,-129.054749
-0.045227,16328.000,-126.825519
-0.000708,16332.000,-124.849007
-0.045047,16336.000,-126.570027
-0.000939,16340.000,-128.330489
-0.045211,16344.000,-124.035850
-0.001123,16348.000,-121.133692
-0.044792,16352.000,-122.943653
-0.001083,16356.000,-127.081932
-0.044986,16360.000,-130.032108
-0.001110,16364.000,-123.553088
-0.045140,16368.000,-123.625318
