Time data (V), Frequency (Hz), Spectrum (dBFS)
-0.053375,6536.000,-127.273416
-0.001105,6540.000,-118.344392
-0.053359,6544.000,-118.710443
-0.001081,6548.000,-131.719282
-0.053269,6552.000,-120.525807
-0.000693,6556.000,-117.300489
-0.053239,6560.000,-116.186091
0.000343,6564.000,-115.453857
-0.053143,6568.000,-122.393640
0.000962,6572.000,-125.175985
-0.053186,6576.000,-117.974247
0.001290,6580.000,-114.419287
-0.053041,6584.000,-114.707687
0.001355,6588.000,-115.292898
-0.053092,6592.000,-122.032533
0.001392,6596.000,-114.112472
-0.052856,6600.000,-119.348436
0.001248,6604.000,-113.027132
-0.052844,6608.000,-108.820673
0.001143,6612.000,-110.445987
-0.052944,6616.000,-113.398878
0.000862,6620.000,-112.824005
-0.052918,6624.000,-114.359178
0.000668,6628.000,-115.992817
-0.052888,6632.000,-113.743000
0.000614,6636.000,-114.054793
-0.052905,6640.000,-123.029562
0.000188,6644.000,-113.290539
-0.052924,6648.000,-106.680950
-0.000436,6652.000,-111.812004
-0.053039,6656.000,-116.002323
-0.000797,6660.000,-117.461658
-0.053061,6664.000,-115.217393
-0.000899,6668.000,-113.648713
-0.053180,6672.000,-112.212028
-0.001037,6676.000,-111.262629
-0.053022,6680.000,-116.050498
-0.001089,6684.000,-119.415282
-0.052974,6688.000,-126.125968
-0.001165,6692.000,-123.267061
-0.052759,6696.000,-123.496923
-0.001178,6700.000,-131.325557
-0.052963,6704.000,-116.298441
-0.001127,6708.000,-120.139589
-0.052915,6712.000,-118.111530
-0.001195,6716.000,-115.856722
-0.053054,6720.000,-118.706961
-0.001070,6724.000,-116.577122
-0.052907,6728.000,-120.657979
-0.000295,6732.000,-124.558937
-0.052946,6736.000,-118.731519
0.000638,6740.000,-121.932998
-0.052804,6744.000,-127.913661
0.001072,6748.000,-124.877721
-0.052700,6752.000,-138.586613
0.001229,6756.000,-119.841734
-0.052745,6760.000,-118.344906
0.001342,6764.000,-109.965751
-0.052355,6768.000,-111.997122
0.001199,6772.000,-110.063088
-0.052742,6776.000,-108.572352
0.001144,6780.000,-118.075034
-0.052626,6784.000,-111.481561
0.000975,6788.000,-120.349491
-0.052736,6792.000,-114.557655
0.000846,6796.000,-127.502198
-0.052865,6800.000,-121.630048
0.000701,6804.000,-112.677073
-0.052946,6808.000,-113.523378
0.000483,6812.000,-111.919714
-0.052847,6816.000,-110.170771
-0.000104,6820.000,-123.171940
-0.052828,6824.000,-112.517814
-0.000728,6828.000,-114.902393
-0.052858,6832.000,-125.077089
-0.000926,6836.000,-111.236411
-0.053010,6840.000,-103.836697
-0.001051,6844.000,-103.938477
-0.052996,6848.000,-109.236327
-0.001075,6852.000,-110.632745
-0.053015,6856.000,-110.129961
-0.001113,6860.000,-108.352957
-0.052921,6864.000,-116.379787
-0.001140,6868.000,-116.591754
-0.053251,6872.000,-107.982140
-0.001129,6876.000,-104.543873
-0.053182,6880.000,-103.049202
-0.001210,6884.000,-101.808371
-0.052905,6888.000,-103.562829
-0.001209,6892.000,-107.484958
-0.053086,6896.000,-107.140892
-0.001152,6900.000,-108.595938
-0.052869,6904.000,-111.761704
-0.000366,6908.000,-115.904073
-0.052674,6912.000,-103.226679
0.000609,6916.000,-106.141049
-0.052554,6920.000,-106.752520
0.001116,6924.000,-100.614201
-0.052576,6928.000,-100.598404
0.001371,6932.000,-102.962162
-0.052635,6936.000,-98.547895
0.001275,6940.000,-99.612916
-0.052535,6944.000,-117.820462
0.001280,6948.000,-110.751045
-0.052720,6952.000,-109.722534
0.001112,6956.000,-104.772825
-0.052561,6960.000,-116.754269
0.000958,6964.000,-98.747219
-0.052348,6968.000,-98.228279
0.000840,6972.000,-99.798455
-0.052726,6976.000,-106.110506
0.000780,6980.000,-118.304590
-0.052659,6984.000,-108.715202
0.000534,6988.000,-103.459758
-0.052701,6992.000,-95.061220
0.000306,6996.000,-96.432811
-0.052742,7000.000,-96.789763
-0.000272,7004.000,-97.699135
-0.052701,7008.000,-114.125286
-0.000791,7012.000,-103.755713
-0.052913,7016.000,-122.018075
-0.000970,7020.000,-100.610384
-0.053013,7024.000,-95.673972
-0.001119,7028.000,-95.411453
-0.053054,7032.000,-104.497444
-0.001113,7036.000,-106.947465
-0.052859,7040.000,-107.034753
-0.001026,7044.000,-105.058068
-0.052664,7048.000,-99.741423
-0.001089,7052.000,-102.204209
-0.052527,7056.000,-107.169352
-0.001141,7060.000,-110.834885
-0.052681,7064.000,-116.212236
-0.001190,7068.000,-113.378774
-0.052763,7072.000,-109.431638
-0.001295,7076.000,-115.002036
-0.052719,7080.000,-115.111972
-0.001052,7084.000,-106.466629
-0.052714,7088.000,-105.354956
-0.000161,7092.000,-109.606462
-0.052802,7096.000,-106.169630
0.000717,7100.000,-110.373228
-0.052767,7104.000,-117.438253
0.001202,7108.000,-113.841689
-0.052588,7112.000,-110.490713
0.001315,7116.000,-113.959575
-0.052653,7120.000,-119.495252
0.001347,7124.000,-114.216349
-0.052608,7128.000,-111.181932
0.001266,7132.000,-111.402722
-0.052512,7136.000,-110.265811
0.001169,7140.000,-112.601850
-0.052687,7144.000,-110.754267
0.000899,7148.000,-107.992765
-0.052677,7152.000,-107.392586
0.000798,7156.000,-107.005792
-0.052764,7160.000,-119.537505
0.000637,7164.000,-108.127928
-0.052862,7168.000,-105.278939
0.000458,7172.000,-108.230477
-0.052684,7176.000,-124.881592
-0.000074,7180.000,-117.151803
-0.052659,7184.000,-115.670385
-0.000634,7188.000,-115.469827
-0.052302,7192.000,-109.569701
-0.000913,7196.000,-108.652681
-0.052376,7200.000,-112.229245
-0.001091,7204.000,-124.329304
-0.052416,7208.000,-110.165578
-0.001136,7212.000,-112.946708
-0.052378,7216.000,-123.468691
-0.001174,7220.000,-121.101518
-0.052253,7224.000,-117.839566
-0.001119,7228.000,-108.637207
-0.052211,7232.000,-109.271006
-0.001267,7236.000,-115.104242
-0.052411,7240.000,-111.992017
-0.001122,7244.000,-117.958838
-0.052440,7248.000,-116.957551
-0.001037,7252.000,-117.774658
-0.052510,7256.000,-115.074708
-0.000698,7260.000,-111.866914
-0.052479,7264.000,-117.848440
0.000399,7268.000,-124.518231
-0.052099,7272.000,-113.311377
0.001013,7276.000,-119.235746
-0.051994,7280.000,-114.303417
0.001180,7284.000,-119.125213
-0.052103,7288.000,-126.945218
0.001368,7292.000,-113.120139
-0.052106,7296.000,-115.397263
0.001257,7300.000,-128.508338
-0.052515,7304.000,-121.117512
0.001123,7308.000,-109.863301
-0.052365,7312.000,-111.103935
0.001074,7316.000,-125.201514
-0.052163,7320.000,-118.122730
0.000842,7324.000,-116.198210
-0.052439,7328.000,-117.876507
0.000659,7332.000,-134.664859
-0.052426,7336.000,-118.107771
0.000548,7340.000,-118.434785
-0.052325,7344.000,-115.649454
0.000191,7348.000,-115.215829
-0.052302,7352.000,-124.920385
-0.000426,7356.000,-127.331779
-0.052445,7360.000,-125.191979
-0.000863,7364.000,-120.947464
-0.052525,7368.000,-125.788929
-0.000925,7372.000,-123.664084
-0.052454,7376.000,-119.575156
-0.001081,7380.000,-123.415132
-0.052724,7384.000,-116.608539
-0.001079,7388.000,-112.534721
-0.052614,7392.000,-118.832039
-0.001136,7396.000,-121.114138
-0.052591,7400.000,-122.427617
-0.001207,7404.000,-114.708968
-0.052584,7408.000,-116.208032
-0.001134,7412.000,-120.021639
-0.052471,7416.000,-117.677199
-0.001175,7420.000,-128.498682
-0.052461,7424.000,-137.539343
-0.001064,7428.000,-156.516357
-0.052299,7432.000,-125.260194
-0.000376,7436.000,-119.145006
-0.052233,7440.000,-111.471002
0.000639,7444.000,-112.926991
-0.052261,7448.000,-137.016777
0.001154,7452.000,-118.978600
-0.052249,7456.000,-124.967090
0.001307,7460.000,-116.783926
-0.052045,7464.000,-114.584650
0.001329,7468.000,-118.781974
-0.052413,7472.000,-125.758569
0.001180,7476.000,-123.193320
-0.052446,7480.000,-116.094520
0.001126,7484.000,-118.193790
-0.052296,7488.000,-120.144219
0.000957,7492.000,-117.239957
-0.052303,7496.000,-115.776947
0.000721,7500.000,-115.002809
-0.052392,7504.000,-118.012330
0.000682,7508.000,-111.145636
-0.052320,7512.000,-113.625614
0.000289,7516.000,-118.476231
-0.052250,7520.000,-131.114808
-0.000352,7524.000,-119.588338
-0.052362,7528.000,-122.092490
-0.000782,7532.000,-121.702761
-0.052201,7536.000,-120.053197
-0.000976,7540.000,-124.636483
-0.052244,7544.000,-120.595649
-0.001100,7548.000,-125.941684
-0.052369,7552.000,-134.506529
-0.001197,7556.000,-129.613841
-0.052195,7560.000,-127.335430
-0.001198,7564.000,-129.230872
-0.052242,7568.000,-118.419447
-0.001077,7572.000,-116.437695
-0.052119,7576.000,-135.756387
-0.001071,7580.000,-123.384446
-0.052001,7584.000,-121.251494
-0.001076,7588.000,-117.147570
-0.052012,7592.000,-117.234065
-0.001106,7596.000,-119.871338
-0.052213,7600.000,-126.337765
-0.000874,7604.000,-129.211846
-0.052055,7608.000,-120.743991
0.000105,7612.000,-116.426258
-0.052325,7616.000,-113.526391
0.000970,7620.000,-114.196720
-0.052277,7624.000,-134.998337
0.001275,7628.000,-118.286266
-0.052177,7632.000,-121.429103
0.001429,7636.000,-118.973793
-0.052109,7640.000,-118.411467
0.001443,7644.000,-122.461931
-0.052206,7648.000,-129.053006
0.001309,7652.000,-125.737548
-0.052179,7656.000,-129.889439
0.001128,7660.000,-126.226056
-0.052161,7664.000,-123.501552
0.000901,7668.000,-134.635486
-0.052012,7672.000,-121.145529
0.000766,7676.000,-116.842924
-0.051989,7680.000,-116.077130
0.000572,7684.000,-117.831851
-0.052403,7688.000,-128.236593
0.000218,7692.000,-126.707881
-0.052131,7696.000,-119.070295
-0.000282,7700.000,-117.795596
-0.052068,7704.000,-123.163333
-0.000712,7708.000,-132.320890
-0.051980,7712.000,-133.360032
-0.000942,7716.000,-126.256511
-0.051913,7720.000,-121.159335
-0.001072,7724.000,-120.814301
-0.051905,7728.000,-122.296352
-0.001196,7732.000,-120.096664
-0.052109,7736.000,-122.465722
-0.001191,7740.000,-142.265016
-0.052126,7744.000,-126.331650
-0.001187,7748.000,-124.801348
-0.052138,7752.000,-119.142616
-0.001181,7756.000,-116.711500
-0.052080,7760.000,-119.072635
-0.001075,7764.000,-129.014767
-0.052117,7768.000,-130.705764
-0.001099,7772.000,-137.670755
-0.052084,7776.000,-130.751413
-0.000686,7780.000,-125.896054
-0.052054,7784.000,-121.234614
0.000371,7788.000,-122.333204
-0.052128,7792.000,-129.675802
0.000954,7796.000,-127.902755
-0.052199,7800.000,-134.525653
0.001264,7804.000,-126.825377
-0.051932,7808.000,-119.218889
0.001360,7812.000,-120.173936
-0.051866,7816.000,-123.134194
0.001344,7820.000,-124.638848
-0.051767,7824.000,-123.760801
0.001233,7828.000,-119.640494
-0.052037,7832.000,-118.104087
0.001038,7836.000,-121.920079
-0.052020,7840.000,-123.872476
0.000836,7844.000,-126.207536
-0.052056,7848.000,-131.947834
0.000664,7852.000,-134.872052
-0.051961,7856.000,-122.122561
0.000502,7860.000,-120.752718
-0.051827,7864.000,-124.775720
0.000192,7868.000,-128.661099
-0.051878,7872.000,-130.559487
-0.000462,7876.000,-134.269392
-0.052058,7880.000,-122.750221
-0.000805,7884.000,-124.338231
-0.052098,7888.000,-130.747416
-0.000957,7892.000,-126.999466
-0.051995,7896.000,-133.253114
-0.001041,7900.000,-129.456962
-0.052001,7904.000,-128.068605
-0.001210,7908.000,-130.569352
-0.052007,7912.000,-133.990428
-0.001219,7916.000,-147.487338
-0.052101,7920.000,-127.860516
-0.001225,7924.000,-130.092999
-0.052080,7928.000,-132.135104
-0.001161,7932.000,-138.674931
-0.052221,7936.000,-130.644198
-0.001095,7940.000,-134.692055
-0.052071,7944.000,-125.325637
-0.001132,7948.000,-124.789294
-0.052110,7952.000,-142.559559
-0.000598,7956.000,-133.397534
-0.052036,7960.000,-141.283981
0.000386,7964.000,-135.327328
-0.051939,7968.000,-126.734412
0.000930,7972.000,-124.241691
-0.052007,7976.000,-130.528798
0.001253,7980.000,-125.940448
-0.051929,7984.000,-126.546236
0.001317,7988.000,-124.620491
-0.051897,7992.000,-127.927732
0.001284,7996.000,-131.379585
-0.052071,8000.000,-124.103607
0.001211,8004.000,-123.119615
-0.051683,8008.000,-131.578197
0.001087,8012.000,-130.167013
-0.051615,8016.000,-127.979709
0.000986,8020.000,-134.205729
-0.051670,8024.000,-133.947005
0.000672,8028.000,-122.076945
-0.051622,8032.000,-121.463758
0.000573,8036.000,-123.924979
-0.051569,8040.000,-124.289892
0.000330,8044.000,-123.473750
-0.051582,8048.000,-125.463931
-0.000408,8052.000,-137.015261
-0.051914,8056.000,-132.150388
-0.000822,8060.000,-128.240896
-0.051700,8064.000,-131.940159
-0.000981,8068.000,-122.699878
-0.051617,8072.000,-135.329253
-0.001061,8076.000,-125.400843
-0.051818,8080.000,-127.904356
-0.001058,8084.000,-124.353471
-0.051879,8088.000,-151.136869
-0.001143,8092.000,-138.200587
-0.051790,8096.000,-124.780860
-0.001161,8100.000,-123.845347
-0.051803,8104.000,-124.995483
-0.001207,8108.000,-127.228990
-0.051933,8112.000,-130.890837
-0.001109,8116.000,-136.789966
-0.051850,8120.000,-132.545898
-0.001133,8124.000,-129.018487
-0.051687,8128.000,-125.170738
-0.000868,8132.000,-128.363656
-0.051752,8136.000,-131.964824
0.000150,8140.000,-140.374242
-0.051631,8144.000,-134.748425
0.000903,8148.000,-143.885927
-0.051557,8152.000,-141.708698
0.001155,8156.000,-135.612615
-0.051589,8160.000,-126.396021
0.001316,8164.000,-125.828445
-0.051584,8168.000,-130.636862
0.001361,8172.000,-141.236148
-0.051596,8176.000,-134.719874
0.001169,8180.000,-135.749519
-0.051706,8184.000,-130.762477
0.001094,8188.000,-126.206555
-0.051649,8192.000,-126.853202
0.001003,8196.000,-126.115446
-0.051459,8200.000,-134.523469
0.000845,8204.000,-137.913848
-0.051530,8208.000,-129.860964
0.000634,8212.000,-131.054501
-0.051533,8216.000,-137.108003
0.000446,8220.000,-135.879057
-0.051600,8224.000,-130.360930
-0.000172,8228.000,-130.379245
-0.051799,8232.000,-133.351599
-0.000731,8236.000,-126.650166
-0.052059,8240.000,-128.827801
-0.001002,8244.000,-131.070843
-0.051921,8248.000,-136.456351
-0.001089,8252.000,-127.937728
-0.052145,8256.000,-124.473590
-0.001005,8260.000,-133.985087
-0.051981,8264.000,-139.729347
-0.001116,8268.000,-145.066575
-0.051855,8272.000,-140.540210
-0.001140,8276.000,-131.143732
-0.051819,8280.000,-132.795678
-0.001201,8284.000,-130.440499
-0.051861,8288.000,-126.812507
-0.001204,8292.000,-126.116259
-0.051935,8296.000,-127.288654
-0.001163,8300.000,-133.256825
-0.051704,8304.000,-145.433666
-0.001099,8308.000,-132.513873
-0.051707,8312.000,-132.695520
-0.000569,8316.000,-128.718924
-0.051494,8320.000,-128.628593
0.000481,8324.000,-135.744810
-0.051499,8328.000,-144.393290
0.001143,8332.000,-133.140574
-0.051519,8336.000,-125.867648
0.001373,8340.000,-129.704630
-0.051577,8344.000,-136.097749
0.001396,8348.000,-129.198578
-0.051411,8352.000,-128.412304
0.001353,8356.000,-139.665432
-0.051443,8360.000,-133.184022
0.001204,8364.000,-140.923033
-0.051383,8368.000,-135.889496
0.001086,8372.000,-131.450688
-0.051426,8376.000,-142.057165
0.000906,8380.000,-138.328072
-0.051545,8384.000,-127.884654
0.000797,8388.000,-123.977759
-0.051533,8392.000,-127.938254
0.000651,8396.000,-135.156228
-0.051754,8400.000,-128.804777
0.000453,8404.000,-126.061151
-0.051511,8408.000,-126.448716
-0.000168,8412.000,-130.619999
-0.051724,8416.000,-133.373169
-0.000731,8420.000,-134.402275
-0.051731,8424.000,-142.767010
-0.000984,8428.000,-149.232736
-0.051816,8432.000,-132.155746
-0.000981,8436.000,-134.281685
-0.051541,8440.000,-132.570798
-0.001099,8444.000,-128.213422
-0.051526,8448.000,-129.343753
-0.001030,8452.000,-142.938686
-0.051774,8456.000,-128.057810
-0.001156,8460.000,-131.173641
-0.051552,8464.000,-135.373239
-0.001222,8468.000,-131.663777
-0.051812,8472.000,-127.185228
-0.001127,8476.000,-132.685425
-0.051797,8480.000,-135.328411
-0.001158,8484.000,-143.214916
-0.051651,8488.000,-131.308592
-0.001156,8492.000,-134.787506
-0.051743,8496.000,-132.523303
-0.000349,8500.000,-129.172827
-0.051471,8504.000,-127.814919
0.000563,8508.000,-128.220384
-0.051396,8512.000,-136.762668
0.001180,8516.000,-140.838416
-0.051474,8520.000,-140.176966
0.001293,8524.000,-136.131725
-0.051618,8528.000,-130.525155
0.001351,8532.000,-135.283239
-0.051282,8536.000,-136.932295
0.001339,8540.000,-130.338177
-0.051199,8544.000,-137.703861
0.001143,8548.000,-127.922684
-0.051402,8552.000,-137.539145
0.001031,8556.000,-130.846626
-0.051346,8560.000,-132.214972
0.000886,8564.000,-132.841881
-0.051577,8568.000,-137.036391
0.000718,8572.000,-128.959587
-0.051643,8576.000,-126.674563
0.000569,8580.000,-130.429325
-0.051400,8584.000,-144.767095
0.000184,8588.000,-134.621200
-0.051266,8592.000,-128.166248
-0.000465,8596.000,-131.321705
-0.051409,8600.000,-128.663869
-0.000891,8604.000,-129.660061
-0.051389,8608.000,-130.869992
-0.001023,8612.000,-129.979081
-0.051609,8616.000,-139.025709
-0.001125,8620.000,-124.806133
-0.051412,8624.000,-125.801368
-0.001078,8628.000,-137.343669
-0.051700,8632.000,-127.621474
-0.001118,8636.000,-128.113358
-0.051753,8640.000,-129.753332
-0.001106,8644.000,-127.022770
-0.051427,8648.000,-128.510441
-0.001162,8652.000,-128.265829
-0.051535,8656.000,-123.045854
-0.001023,8660.000,-128.196586
-0.051331,8664.000,-130.785985
-0.001212,8668.000,-128.981452
-0.051410,8672.000,-138.009065
-0.000801,8676.000,-144.410972
-0.051508,8680.000,-126.442861
0.000198,8684.000,-126.557891
-0.051537,8688.000,-131.486531
0.000882,8692.000,-132.802590
-0.051419,8696.000,-143.066691
0.001253,8700.000,-140.500479
-0.051317,8704.000,-133.071915
0.001417,8708.000,-138.671897
-0.051270,8712.000,-133.349628
0.001436,8716.000,-138.592348
-0.051198,8720.000,-135.655853
0.001346,8724.000,-131.473787
-0.051301,8728.000,-131.927076
0.001024,8732.000,-132.831214
-0.051217,8736.000,-137.240463
0.000813,8740.000,-141.156142
-0.051037,8744.000,-130.140129
0.000749,8748.000,-132.341103
-0.051245,8752.000,-139.584847
0.000529,8756.000,-134.051901
-0.051332,8760.000,-130.315987
0.000361,8764.000,-129.917435
-0.051505,8768.000,-131.381479
-0.000235,8772.000,-133.026116
-0.051463,8776.000,-134.821269
-0.000701,8780.000,-131.294662
-0.051562,8784.000,-134.835324
-0.000965,8788.000,-128.078659
-0.051307,8792.000,-130.202945
-0.001157,8796.000,-135.555231
-0.051352,8800.000,-145.432476
-0.001192,8804.000,-131.407721
-0.051459,8808.000,-136.560815
-0.001157,8812.000,-129.632127
-0.051161,8816.000,-132.116936
-0.001124,8820.000,-126.361550
-0.051150,8824.000,-126.549986
-0.001144,8828.000,-134.857083
-0.051213,8832.000,-124.995235
-0.001096,8836.000,-127.471424
-0.051217,8840.000,-131.488652
-0.001117,8844.000,-131.021732
-0.051323,8848.000,-131.419436
-0.000500,8852.000,-129.101084
-0.051232,8856.000,-138.604965
0.000463,8860.000,-128.720292
-0.051379,8864.000,-128.309119
0.000997,8868.000,-140.731177
-0.051515,8872.000,-130.645574
0.001214,8876.000,-129.899903
-0.051460,8880.000,-134.396070
0.001336,8884.000,-129.100009
-0.051392,8888.000,-130.334009
0.001201,8892.000,-145.235170
-0.051528,8896.000,-132.418949
0.001105,8900.000,-137.031323
-0.051421,8904.000,-131.212054
0.001049,8908.000,-132.711697
-0.051419,8912.000,-138.690786
0.000860,8916.000,-126.438521
-0.051286,8920.000,-127.455721
0.000711,8924.000,-141.344481
-0.051331,8928.000,-135.100885
0.000469,8932.000,-140.958302
-0.051412,8936.000,-136.059434
0.000121,8940.000,-125.653033
-0.051314,8944.000,-126.965949
-0.000558,8948.000,-129.852114
-0.051272,8952.000,-126.099130
-0.000922,8956.000,-134.245929
-0.051225,8960.000,-136.485060
-0.001035,8964.000,-127.692449
-0.051117,8968.000,-127.205951
-0.001055,8972.000,-134.161776
-0.051376,8976.000,-121.979518
-0.001086,8980.000,-119.036800
-0.051348,8984.000,-124.823119
-0.001120,8988.000,-135.770185
-0.051335,8992.000,-126.558705
-0.001220,8996.000,-128.475462
-0.051348,9000.000,-133.882919
-0.001128,9004.000,-126.390584
-0.051334,9008.000,-124.505820
-0.001155,9012.000,-130.613605
-0.051388,9016.000,-133.152566
-0.001126,9020.000,-131.703500
-0.051269,9024.000,-131.917181
-0.000667,9028.000,-134.952695
-0.051172,9032.000,-152.441617
0.000376,9036.000,-126.689634
-0.051043,9040.000,-127.281872
0.001038,9044.000,-136.420474
-0.051173,9048.000,-143.265862
0.001206,9052.000,-137.775997
-0.051203,9056.000,-129.588788
0.001256,9060.000,-130.719752
-0.051248,9064.000,-138.065691
0.001257,9068.000,-126.993849
-0.051013,9072.000,-138.803822
0.001161,9076.000,-131.254033
-0.051004,9080.000,-137.836593
0.001125,9084.000,-128.460113
-0.050921,9088.000,-131.704667
0.000928,9092.000,-125.098365
-0.050844,9096.000,-120.425450
0.000791,9100.000,-123.443143
-0.051055,9104.000,-122.939327
0.000572,9108.000,-123.282147
-0.050868,9112.000,-124.676859
0.000384,9116.000,-130.284087
-0.051155,9120.000,-142.487344
-0.000039,9124.000,-128.002021
-0.051170,9128.000,-126.238620
-0.000661,9132.000,-124.344612
-0.051205,9136.000,-123.509009
-0.000872,9140.000,-129.306826
-0.051209,9144.000,-119.382197
-0.000950,9148.000,-122.041182
-0.051269,9152.000,-130.910959
-0.000993,9156.000,-125.808942
-0.051281,9160.000,-147.535039
-0.001200,9164.000,-139.865543
-0.051443,9168.000,-120.167710
-0.001200,9172.000,-115.203630
-0.051497,9176.000,-116.906182
-0.001173,9180.000,-122.422605
-0.051156,9184.000,-129.319200
-0.001169,9188.000,-127.491988
-0.051112,9192.000,-127.132822
-0.001106,9196.000,-130.150990
-0.051129,9200.000,-122.775069
-0.001024,9204.000,-126.173542
-0.051019,9208.000,-121.730629
-0.000215,9212.000,-116.299230
-0.050926,9216.000,-113.959961
0.000722,9220.000,-115.870499
-0.050934,9224.000,-120.555133
0.001241,9228.000,-120.641672
-0.051104,9232.000,-117.156698
0.001284,9236.000,-119.159348
-0.050927,9240.000,-122.884950
0.001277,9244.000,-119.366205
-0.051128,9248.000,-133.639315
0.001274,9252.000,-116.938563
-0.051193,9256.000,-110.768581
0.001059,9260.000,-115.063732
-0.051088,9264.000,-119.257607
0.000967,9268.000,-116.677431
-0.051267,9272.000,-117.511176
0.000813,9276.000,-119.600486
-0.051344,9280.000,-131.548806
0.000689,9284.000,-119.970798
-0.051147,9288.000,-126.560053
0.000434,9292.000,-120.689777
-0.051196,9296.000,-115.471802
-0.000111,9300.000,-116.325412
-0.051149,9304.000,-119.038062
-0.000752,9308.000,-132.786465
-0.051055,9312.000,-147.983218
-0.000936,9316.000,-121.275407
-0.051284,9320.000,-119.555077
-0.001169,9324.000,-115.828746
-0.050919,9328.000,-118.020140
-0.001053,9332.000,-112.380484
-0.050860,9336.000,-114.790705
-0.001077,9340.000,-128.349633
-0.050922,9344.000,-122.100888
-0.001025,9348.000,-126.824271
-0.050951,9352.000,-116.104040
-0.001182,9356.000,-109.435907
-0.050844,9360.000,-111.367747
-0.001168,9364.000,-124.336474
-0.051166,9368.000,-126.276878
-0.001143,9372.000,-119.440671
-0.050950,9376.000,-117.303247
-0.000882,9380.000,-116.402814
-0.050979,9384.000,-114.612926
0.000223,9388.000,-118.197336
-0.050936,9392.000,-123.575326
0.000958,9396.000,-121.368776
-0.050668,9400.000,-128.562392
0.001267,9404.000,-145.592379
-0.050867,9408.000,-124.252203
0.001403,9412.000,-128.657794
-0.050802,9416.000,-121.002708
0.001364,9420.000,-119.166886
-0.051037,9424.000,-124.633068
0.001138,9428.000,-121.284372
-0.050768,9432.000,-126.206310
0.000993,9436.000,-138.351506
-0.050717,9440.000,-124.348829
0.000881,9444.000,-119.725882
-0.050853,9448.000,-131.298770
0.000747,9452.000,-132.796575
-0.050791,9456.000,-129.786737
0.000604,9460.000,-130.780128
-0.050730,9464.000,-122.845791
0.000322,9468.000,-124.286569
-0.050856,9472.000,-128.454640
-0.000181,9476.000,-125.189709
-0.050967,9480.000,-120.846317
-0.000708,9484.000,-119.801930
-0.050946,9488.000,-121.041063
-0.001061,9492.000,-133.819674
-0.051027,9496.000,-120.098931
-0.001059,9500.000,-118.424343
-0.051006,9504.000,-121.861190
-0.001156,9508.000,-126.093262
-0.050983,9512.000,-126.864146
-0.001217,9516.000,-132.438841
-0.050821,9520.000,-126.149744
-0.001101,9524.000,-119.464733
-0.050803,9528.000,-117.662225
-0.001080,9532.000,-120.743310
-0.050786,9536.000,-128.629787
-0.001110,9540.000,-121.989093
-0.050971,9544.000,-126.501290
-0.001045,9548.000,-128.066975
-0.051065,9552.000,-132.808557
-0.000281,9556.000,-127.407926
-0.050804,9560.000,-123.502422
0.000674,9564.000,-123.047111
-0.050775,9568.000,-124.435204
0.001054,9572.000,-128.617729
-0.050895,9576.000,-123.028883
0.001224,9580.000,-124.314665
-0.050778,9584.000,-136.483396
0.001298,9588.000,-130.305328
-0.050860,9592.000,-125.621502
0.001253,9596.000,-125.555844
-0.050647,9600.000,-150.035900
0.001091,9604.000,-132.556131
-0.050569,9608.000,-131.282518
0.000992,9612.000,-123.741849
-0.050499,9616.000,-135.485554
0.000735,9620.000,-126.009936
-0.050597,9624.000,-124.305564
0.000606,9628.000,-133.796586
-0.050759,9632.000,-132.900994
0.000243,9636.000,-132.024133
-0.050677,9640.000,-126.221618
-0.000414,9644.000,-130.664982
-0.050825,9648.000,-128.057937
-0.000808,9652.000,-125.418770
-0.050500,9656.000,-129.931271
-0.001047,9660.000,-145.549550
-0.050460,9664.000,-133.116928
-0.000998,9668.000,-150.656730
-0.050668,9672.000,-138.639049
-0.001080,9676.000,-131.460054
-0.050710,9680.000,-136.621409
-0.001043,9684.000,-151.649779
-0.050704,9688.000,-142.109050
-0.001038,9692.000,-138.061152
-0.050565,9696.000,-135.638261
-0.001150,9700.000,-156.176595
-0.050781,9704.000,-135.104106
-0.001156,9708.000,-129.640408
-0.050608,9712.000,-128.281302
-0.001204,9716.000,-126.487551
-0.050828,9720.000,-130.115456
-0.000759,9724.000,-132.721089
-0.050807,9728.000,-138.322685
0.000222,9732.000,-138.853687
-0.050818,9736.000,-130.153219
0.000929,9740.000,-134.221456
-0.050885,9744.000,-154.617067
0.001318,9748.000,-137.215934
-0.050850,9752.000,-127.507063
0.001417,9756.000,-130.688436
-0.050620,9760.000,-143.045334
0.001302,9764.000,-129.550967
-0.050553,9768.000,-124.836545
0.001215,9772.000,-126.487128
-0.050467,9776.000,-134.385473
0.001032,9780.000,-128.647665
-0.050559,9784.000,-141.767128
0.000866,9788.000,-132.654694
-0.051014,9792.000,-133.178565
0.000750,9796.000,-133.109560
-0.050993,9800.000,-135.388431
0.000645,9804.000,-133.421801
-0.050824,9808.000,-132.219317
0.000457,9812.000,-127.015601
-0.050626,9816.000,-130.355381
-0.000160,9820.000,-127.626435
-0.050534,9824.000,-133.003000
-0.000682,9828.000,-130.273981
-0.050621,9832.000,-133.140844
-0.001048,9836.000,-139.454717
-0.050894,9840.000,-139.956915
-0.001111,9844.000,-137.995461
-0.050656,9848.000,-137.208255
-0.001153,9852.000,-131.549988
-0.050846,9856.000,-130.714060
-0.001245,9860.000,-130.876205
-0.050623,9864.000,-128.803321
